username,tweet_id,date,favorites,hashtags,mentions,retweets,replies,text,topical_persons,topical_orgs,persons,orgs,propn,compound,neg,neu,pos
AblemarshLTD,1245862080479031296,2020-04-02 23:54:01+00:00,0,#coronavirus,@TreasureData,0,0,"Here are the best resources that explain and visualize the spread and impact of #coronavirus (COVID-19) around the world, via @treasuredata https://buff.ly/39CHaXB",,,,,coronavirus,0.6369,0.0,0.833,0.16699999999999998
ayshasiddiqua,1245861631965290496,2020-04-02 23:52:14+00:00,0,#okmag #okmagazine #nhs #stayhome #staysafe #stayhealthy #savelives #thankyounhs #coronavirus #selfisolation #isolation #thankyou #quarantine,,0,0,Thank you to our amazing NHS. #okmag #okmagazine #nhs #stayhome #staysafe #stayhealthy #savelives #thankyounhs #coronavirus #selfisolation #isolation #thankyou #quarantine @Ok! Magazine https://www.instagram.com/p/B-f2AmyFL2t/?igshid=pprb1qezmhuq,,nhs,,,NHS nhs coronavirus @Ok https://www.instagram.com/p/B-f2AmyFL2t/?igshid=pprb1qezmhuq,0.5983,0.095,0.672,0.233
samehelbarqy,1245861239433003009,2020-04-02 23:50:41+00:00,0,#COVID19Pandemic #COVID19 #coronavirus #covid19UK #FlattenTheCurve #CoronaOutbreak #coronavirusuk #CoronavirusLockdownUK #CoronavirusLockdow #CoronavirusUSA,,0,0,Hawaii confirms state's second coronavirus death #COVID19Pandemic #COVID19 #coronavirus #covid19UK #FlattenTheCurve #CoronaOutbreak #coronavirusuk #CoronavirusLockdownUK #CoronavirusLockdow #CoronavirusUSA,,,,,Hawaii coronavirus # FlattenTheCurve # CoronaOutbreak # CoronavirusLockdow,-0.5994,0.206,0.794,0.0
samehelbarqy,1245861171602718736,2020-04-02 23:50:24+00:00,0,#COVID19Pandemic #COVID19 #coronavirus #covid19UK #FlattenTheCurve #CoronaOutbreak #coronavirusuk #CoronavirusLockdownUK #CoronavirusLockdow #CoronavirusUSA,,0,0,US health expert says the coronavirus task force is still missing 50% of testing data #COVID19Pandemic #COVID19 #coronavirus #covid19UK #FlattenTheCurve #CoronaOutbreak #coronavirusuk #CoronavirusLockdownUK #CoronavirusLockdow #CoronavirusUSA,,,,,US coronavirus # FlattenTheCurve # CoronaOutbreak # CoronavirusLockdow,-0.29600000000000004,0.084,0.916,0.0
samehelbarqy,1245861115298381824,2020-04-02 23:50:11+00:00,0,#COVID19Pandemic #COVID19 #coronavirus #covid19UK #FlattenTheCurve #CoronaOutbreak #coronavirusuk #CoronavirusLockdownUK #CoronavirusLockdow #CoronavirusUSA,,0,0,"Brazil's third consecutive day reporting more than 1,000 new cases of coronavirus #COVID19Pandemic #COVID19 #coronavirus #covid19UK #FlattenTheCurve #CoronaOutbreak #coronavirusuk #CoronavirusLockdownUK #CoronavirusLockdow #CoronavirusUSA",,,,,Brazil coronavirus # COVID19Pandemic # FlattenTheCurve # CoronaOutbreak # CoronavirusLockdow,0.0,0.0,1.0,0.0
The_NewArab,1245861080674398208,2020-04-02 23:50:03+00:00,0,#UAE #coronavirus #Syrians,,0,0,#UAE #coronavirus aid to #Syrians shouldn't mean rehabilitating Assad' writes Sam Hamad,,,Sam Hamad,,UAE Syrians Assad Sam Hamad,0.0,0.0,1.0,0.0
samehelbarqy,1245861021253685249,2020-04-02 23:49:49+00:00,0,#COVID19Pandemic #COVID19 #coronavirus #covid19UK #FlattenTheCurve #CoronaOutbreak #coronavirusuk #CoronavirusLockdownUK #CoronavirusLockdow #CoronavirusUSA,,0,0,"Disney furloughs employees ""whose jobs aren't necessary at this time"" #COVID19Pandemic #COVID19 #coronavirus #covid19UK #FlattenTheCurve #CoronaOutbreak #coronavirusuk #CoronavirusLockdownUK #CoronavirusLockdow #CoronavirusUSA",,,,,Disney # FlattenTheCurve # CoronaOutbreak # CoronavirusLockdow,0.0,0.0,1.0,0.0
ryanfraser167,1245860271052083201,2020-04-02 23:46:50+00:00,1,#coronavirus #BanWetMarkets,@AnimalEquality,0,0,Wet markets are inhumane to animals and breeding grounds for diseases like #coronavirus. Join me in signing @AnimalEquality's petition to #BanWetMarkets!,,,,,@AnimalEquality,0.6114,0.0,0.792,0.208
MissLondonUK,1245856956763402240,2020-04-02 23:33:40+00:00,0,#coronavirus,,0,0,"The World has now passed One Million confirmed #coronavirus cases, per John Hopkins University 234,000 of them are in the U.S., more than twice the next-highest total, Italy. (There are, of course, questions about whether numbers are under reported ) ",,,,,World John Hopkins University U.S. Italy,0.0,0.0,1.0,0.0
LoliLondon,1245856196231217153,2020-04-02 23:30:38+00:00,0,#coronavirus,,0,1,"Yes, they discussed it even the #coronavirus questions &amp; updates",,,,,# coronavirus amp updates,0.4019,0.0,0.769,0.231
NoahsArkHospice,1245856051024416774,2020-04-02 23:30:04+00:00,1,#Coronavirus,,0,0,Alesha is extremely vulnerable to #Coronavirus. Children like Alesha - and their families - need our support more than ever. Please help us to care for seriously unwell children - https://noah.do/3bHVAa8 ,,,Alesha,,Alesha # Coronavirus Alesha https://noah.do/3bHVAa8,0.868,0.094,0.578,0.329
PupakMohebali,1245855893083717632,2020-04-02 23:29:26+00:00,0,#IranNuclearDeal #coronavirus,@nicholson_kate1 @iaeaorg @Daily_Express,0,0,"I told @nicholson_kate1 that cancelingthe flights duringthe pandemic, which will make it impossible for the @iaeaorg inspectors to inspect Iran’s nuclear sites can cause long term challenges. @Daily_Express #IranNuclearDeal #coronavirus ",,,,,@iaeaorg Iran,0.0772,0.0,0.957,0.043
martaforesti,1245855550136442881,2020-04-02 23:28:04+00:00,0,#coronavirus #migration,,0,0,"‘As a doctor, I can’t stress enough how much America would benefit from the help foreign born health professionals could provide right now, regardless of their race or nationality. The #coronavirus doesn’t discriminate between national origin’ #migration",,,,,America #,0.4404,0.066,0.8,0.134
