username,tweet_id,date,favorites,hashtags,mentions,retweets,replies,text,topical_persons,topical_orgs,persons,orgs,propn,compound,neg,neu,pos
dailystar,1256734213769842688,2020-05-02 23:56:00+00:00,11,#coronavirus,,6,2,Strip club offers drive-through pole dances to beat #coronavirus lockdown https://www.dailystar.co.uk/news/world-news/strip-club-offers-drive-through-21951297,,,,,Strip coronavirus https://www.dailystar.co.uk,0.0,0.0,1.0,0.0
h24news_uk,1256734012812472320,2020-05-02 23:55:12+00:00,0,#GerryMccann #MadeleineMccann #Coronavirus,,1,0,THE parents of Madeleine McCann say they are « still haunted » by thoughts their daughter could be suffering – 13 years after she disappeared. #GerryMccann #MadeleineMccann #Coronavirus ,,,GerryMccann,,Madeleine McCann # GerryMccann # MadeleineMccann # Coronavirus,-0.7964,0.245,0.755,0.0
TorBearTor,1256733096277409795,2020-05-02 23:51:33+00:00,0,#Asda #AsdaBeckton #helpthenhs #COVID__19 #coronavirus,@asda @AsdaServiceTeam,0,0,"This is my FB post but unable to tag @asda @AsdaServiceTeam, so doing it here. #Asda #AsdaBeckton, u need to go back to being strict with numbr of ppl allowed in. It's almost like a bank hol day in there now! Ppl brushing past at self service! #helpthenhs #COVID__19 #coronavirus ",,,,,@asda @AsdaServiceTeam Asda # AsdaBeckton ppl hol Ppl COVID__19 # coronavirus,0.5259,0.0,0.935,0.065
warren_khan,1256731741043273731,2020-05-02 23:46:10+00:00,0,#Coronavirus #YouTube #DavidIcke,,0,0,#Coronavirus : David Icke's channel deleted by #YouTube #DavidIcke,,,David Icke's,,# Coronavirus David Icke YouTube DavidIcke,0.0,0.0,1.0,0.0
Team1stResponse,1256730184880979971,2020-05-02 23:39:59+00:00,0,#domesticviolence #DVHELPLINE #DV #bystanderapproach #Covid19 #Covid19UK #coronavirus #coronavirusuk #cpr #firstaid #teamfirstresponse #teamfirstresponseuk,,2,0,DOMESTIC ABUSE HELPLINE UK NR (+44) 0808 2000 247 #999 for POLICE IF IN IMMEDIATE DANGER #101 for police if NON EMERGENCY #domesticviolence #DVHELPLINE #DV #bystanderapproach #Covid19 #Covid19UK #coronavirus #coronavirusuk #cpr #firstaid #teamfirstresponse #teamfirstresponseuk,,,,,HELPLINE UK NR +44 IMMEDIATE DANGER NON DVHELPLINE DV # Covid19 Covid19UK # coronavirusuk #,-0.9246,0.28600000000000003,0.7140000000000001,0.0
gi_nasti,1256728496941957122,2020-05-02 23:33:17+00:00,1,#TheClash #ACDC #LedZeppelin #DeepPurple #Metallica #Audioslave #RedHotCillyPeppers #JudasPriest #scorpions #pinkfloyd #zztop #queen #gunsnroses #gunsnroses #skidrow #coronavirus #italia #iorestoacasa #iorestoacasa #playlist #nastigi #NowPlaying,,0,0,"Classic Rock 70's, 80's & 90's #TheClash #ACDC #LedZeppelin #DeepPurple #Metallica #Audioslave #RedHotCillyPeppers #JudasPriest #scorpions #pinkfloyd #zztop #queen #gunsnroses #skidrow #coronavirus #italia #iorestoacasa #playlist #nastigi https://open.spotify.com/playlist/2thfDJbKnX3LZgX5I9IYQ0?si=n5-w43fRTgOD8nIbgHwe_g #NowPlaying",,,,,Classic Rock 80 90 TheClash # LedZeppelin # DeepPurple Metallica # Audioslave JudasPriest # coronavirus # italia # iorestoacasa NowPlaying,0.0,0.0,1.0,0.0
stillsafe,1256728392055095297,2020-05-02 23:32:52+00:00,1,#Coronavirus #YouTube #DavidIcke #pandemic,,0,0,#Coronavirus : #YouTube deletes #DavidIcke's channel over #pandemic misinformation,,,,,# Coronavirus YouTube DavidIcke,-0.3182,0.223,0.777,0.0
h24news_uk,1256728038106173441,2020-05-02 23:31:27+00:00,0,#JkRowling #Coronavirus #HarryPotter,,0,0,"Robert Jenrick, Secretary of State for Housing, Communities and Local Government, announced the multi-million package #JkRowling #Coronavirus #HarryPotter",,government,JkRowling,,Robert Jenrick Secretary State Housing Communities Local Government # JkRowling # Coronavirus # HarryPotter,0.0,0.0,1.0,0.0
debrastone91,1256726388876480512,2020-05-02 23:24:54+00:00,0,#CoronationStreet #Yasmeen #DomesticAbuse #coronavirus,@itvcorrie,0,0,"Just caught up on last nights ep of @itvcorrie. Absolutely terrifying, so well done &amp; very poignant in this climate where so many are trapped at home in lockdown with their abusers #CoronationStreet #Yasmeen #DomesticAbuse #coronavirus",,,@itvcorrie,,ep @itvcorrie amp # CoronationStreet Yasmeen # DomesticAbuse #,-0.8476,0.243,0.691,0.066
successfuel3,1256726076514017280,2020-05-02 23:23:40+00:00,8,#BillGates #BillGatesvaccine #vaccines #DARPA #PlannedDemic #coronavirus #Orwell #COVID1984 #COVID19 #disinformation #NWO,,4,1,Bill Gates Partners With DARPA & Department of Defense For New DNA Nanotech COVID19 Vaccine! http://shorturl.at/pvKPQ #BillGates #BillGatesvaccine #vaccines #DARPA #PlannedDemic #coronavirus #Orwell #COVID1984 #COVID19 #disinformation #NWO,,,,,Bill Gates Partners DARPA Department Defense Nanotech COVID19 http://shorturl.at/pvKPQ BillGates # BillGatesvaccine DARPA PlannedDemic Orwell NWO,0.2003,0.0,0.936,0.064
