username,tweet_id,date,favorites,hashtags,mentions,retweets,replies,text,topical_persons,topical_orgs,persons,orgs,propn,compound,neg,neu,pos
SabineLvE,1255647546057396225,2020-04-29 23:57:58+00:00,8,#COVID19 #coronavirus #Science4all,@SJforKids,3,0,How can we help stop the #COVID19 pandemic? The amazing @SJforKids adapted our report of 16 March on the impact of interventions on #coronavirus mortality and healthcare demand into a Science Journal for Teens article Read it here: https://sciencejournalforkids.org/articles/how-can-we-help-stop-the-covid-19-pandemic/ #Science4all,,,,a Science Journal for Teens article,March # coronavirus Science Journal Teens,0.5859,0.08,0.779,0.141
SkyNews,1255644636833603584,2020-04-29 23:46:24+00:00,80,#coronavirus,,24,28,A water company has said it has seen sewer blockages rise by almost 20% in some areas as a result of the #coronavirus lockdown ,,,,,coronavirus,0.0,0.0,1.0,0.0
miah_ima,1255644129922613248,2020-04-29 23:44:23+00:00,13,#NHS #coronavirus #JustGiving #FoodBanks #Covid19UK #StayHomeSaveLives,@OliverDowden @CllrTony,6,0,"In times of great need, some shine through by showing great generosity. We clap #NHS staff, shop workers, care homes etc but what about clapping for people who donate out of pure goodness. #coronavirus #JustGiving #FoodBanks #Covid19UK #StayHomeSaveLives @OliverDowden @CllrTony",,nhs,,,NHS # JustGiving FoodBanks Covid19UK StayHomeSaveLives,0.9072,0.0,0.7240000000000001,0.276
t_calverley,1255644056690012160,2020-04-29 23:44:06+00:00,1,#TomorrowsPapersToday #Guardian #coronavirus,,4,0,"Guardian midnight edition 30 April 2020, new second story: NHS looks at taking BAME staff off frontline #TomorrowsPapersToday #Guardian #coronavirus ",,nhs,,BAME,Guardian April NHS BAME Guardian coronavirus,0.0,0.0,1.0,0.0
movementatm,1255643963706552321,2020-04-29 23:43:44+00:00,11,#Coronavirus #UKSomalis,@HarareMohamed @BBCSomali,4,1, Last week we launched the ‘Covid-19 Impact on the Somali community’ report. We spoke to @HarareMohamed about the human stories behind the sobering Somali #Coronavirus statistics @BBCSomali Read the latest updates on the report https://bit.ly/3aQLXoM #UKSomalis,,,https://bit.ly/3aQLXoM #UKSomalis,,Covid-19 @HarareMohamed # Coronavirus https://bit.ly/3aQLXoM UKSomalis,-0.0772,0.048,0.912,0.04
Quamasparagi,1255643527234584577,2020-04-29 23:42:00+00:00,3,#coronavirus,@globalhlthtwit @carolecadwalla,6,0,.@globalhlthtwit @carolecadwalla Just wondering if you could push for the minutes of the meeting of the 4 nations public health HCID group which assisted the government to declassify Covid-19 on 19 March 2020. #coronavirus ,,government,coronavirus,,HCID Covid-19 March coronavirus,0.0,0.0,1.0,0.0
The_NewArab,1255643044356947969,2020-04-29 23:40:05+00:00,2,#coronavirus #Ramadan2020 #RamadanMubarak #RamadanMubarak,@TheNewArabVoice,2,0,How will the #coronavirus affect #Ramadan2020? What is the medical advice for fasting during a pandemic? How do I ignore the stress and food cravings? We answer all of this on this week's episode of @TheNewArabVoice! #RamadanMubarak Listen in full:,,,,,coronavirus Ramadan2020 @TheNewArabVoice # RamadanMubarak Listen,-0.7296,0.139,0.861,0.0
Quamasparagi,1255642162466828289,2020-04-29 23:36:34+00:00,0,#Coronavirus #Covid_19,@piersmorgan,0,0,",@piersmorgan Please see that #Coronavirus patients continue to be discharged to care homes. #Covid_19",,,Coronavirus,,@piersmorgan Coronavirus,0.6705,0.0,0.6859999999999999,0.314
Stephen_Tilney,1255639238156132355,2020-04-29 23:24:57+00:00,1,#coronavirus,@Telegraph,0,0,You obviously get some sort of selfish enjoyment from tweeting all your ridiculous / dangerous personal opinions on #coronavirus . I am astounded that the @Telegraph tolerate you doing this !,,,,,# coronavirus @Telegraph,-0.4902,0.224,0.628,0.14800000000000002
SkyNews,1255638282836365313,2020-04-29 23:21:09+00:00,45,#coronavirus,,10,11,Facebook has reported a leap in user numbers as many of its key territories entered lockdown conditions to combat the spread of #coronavirus ,,,,,Facebook coronavirus,-0.34,0.098,0.902,0.0
